effect_type,model_key,feature,n_effects,mean_effect,mean_abs_effect,median_abs_effect,sd_effect,se_effect
lighting_warm_minus_cool,chatgpt_image_2,red_highlight_excess_mean,72,0.07165496968084678,0.08358343256385423,0.06464094044167723,0.07879802241360291,0.009286435998791365
lighting_warm_minus_cool,chatgpt_image_2,rgb_corr_g_b,72,-0.04151943612000433,0.04153785675022891,0.03621212288008685,0.027479070865877347,0.003238439558327928
lighting_warm_minus_cool,chatgpt_image_2,rgb_corr_r_b,72,-0.1356351845133129,0.1381239968708996,0.12601317266851292,0.0774120899038799,0.009123102286142692
lighting_warm_minus_cool,chatgpt_image_2,rgb_corr_r_g,72,-0.046843204963624464,0.049313875789069615,0.03905180547713194,0.04099866704651498,0.0048317392480333645
lighting_warm_minus_cool,chatgpt_image_2,rgb_cov_g_b,72,-0.023152614348588785,0.02473198147557661,0.024158563110436265,0.017522344954494243,0.002065028156602128
lighting_warm_minus_cool,chatgpt_image_2,rgb_cov_r_b,72,-0.019755737391407038,0.021766810692938638,0.021483085976815655,0.01701672605890765,0.0020054403983079056
lighting_warm_minus_cool,chatgpt_image_2,rgb_cov_r_g,72,-0.009449033434881564,0.01620590712860352,0.013250401027694092,0.018784269052737623,0.0022137473378038967
lighting_warm_minus_cool,chatgpt_image_2,rgb_mean_b,72,-0.12234700957520141,0.12623836917595732,0.12069332599639893,0.07479644942194691,0.008814846099155881
lighting_warm_minus_cool,chatgpt_image_2,rgb_mean_g,72,-0.08263007189250654,0.09292631523890628,0.08618758618831635,0.0745113387696896,0.008781245486555938
lighting_warm_minus_cool,chatgpt_image_2,rgb_mean_r,72,-0.019403249439265993,0.06488843510548274,0.04903918504714966,0.08293487681983144,0.009773968966028971
lighting_warm_minus_cool,chatgpt_image_2,rgb_sd_b,72,-0.07064483490669066,0.07341759248326223,0.07257884368300438,0.0438372387882764,0.005166268135947366
lighting_warm_minus_cool,chatgpt_image_2,rgb_sd_g,72,-0.037104535640941724,0.04576802688340346,0.04060044139623642,0.042576742907707944,0.005017717271812755
lighting_warm_minus_cool,chatgpt_image_2,rgb_sd_r,72,0.005372615117165778,0.03603268973529339,0.03275047242641449,0.04467760214656895,0.005265305907498926
lighting_warm_minus_cool,chatgpt_image_2,right_warmth_mean,72,0.11054451936878548,0.11612794915062194,0.10988449398428202,0.07608778882332085,0.008967031907076695
lighting_warm_minus_cool,chatgpt_image_2,rms_contrast,72,-0.03275324487023883,0.042616108225451574,0.03600916266441345,0.041566693669357405,0.00489868182751776
lighting_warm_minus_cool,chatgpt_image_2,saturation_mean,72,0.14991027758353287,0.15212039380437797,0.13220028579235077,0.09177653549585602,0.01081596843382128
lighting_warm_minus_cool,chatgpt_image_2,saturation_sd,72,0.002325520333316591,0.05267668142914772,0.045259833335876465,0.06564485515484796,0.007736320371666948
lighting_warm_minus_cool,chatgpt_image_2,shadow_compression_ratio,72,-0.031467570006624514,0.04393996804811487,0.03325072196860487,0.04654783961605814,0.005485715507016422
