run_id,run_block,effect_type,factor,low_level,high_level,model_key,scene_key,film_key,light_key,scan_key,replicate,low_variant_id,high_variant_id,distance_all_selected_features,distance_color_features,distance_contrast_texture_features,distance_structure_features,n_all_features,n_color_features,n_contrast_texture_features,n_structure_features
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,apartment,portra400,warm_practical,clean_scan,2,run2_chatgpt_image_2_apartment_portra400_warm_practical_clean_scan_rep02,run2_chatgpt_image_2_apartment_cinestill800t_warm_practical_clean_scan_rep02,8.384144917165631,9.919557270301251,4.3787676043904336,0.8927605145227435,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,apartment,portra400,warm_practical,pushed_scan,1,run2_chatgpt_image_2_apartment_portra400_warm_practical_pushed_scan_rep01,run2_chatgpt_image_2_apartment_cinestill800t_warm_practical_pushed_scan_rep01,9.291135237123733,7.940373521294001,5.609524185963965,2.4815417607582266,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,apartment,portra400,warm_practical,pushed_scan,2,run2_chatgpt_image_2_apartment_portra400_warm_practical_pushed_scan_rep02,run2_chatgpt_image_2_apartment_cinestill800t_warm_practical_pushed_scan_rep02,12.535445359462477,8.96172775955608,9.628222072218483,3.8164999247106084,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,backstage,portra400,cool_ambient,clean_scan,1,run2_chatgpt_image_2_backstage_portra400_cool_ambient_clean_scan_rep01,run2_chatgpt_image_2_backstage_cinestill800t_cool_ambient_clean_scan_rep01,9.955290762539818,5.395452135413826,8.707409676032057,4.016062794448387,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,backstage,portra400,cool_ambient,clean_scan,2,run2_chatgpt_image_2_backstage_portra400_cool_ambient_clean_scan_rep02,run2_chatgpt_image_2_backstage_cinestill800t_cool_ambient_clean_scan_rep02,9.22682760013092,6.483939508101492,6.836171968083526,4.2897208747850595,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,backstage,portra400,cool_ambient,pushed_scan,1,run2_chatgpt_image_2_backstage_portra400_cool_ambient_pushed_scan_rep01,run2_chatgpt_image_2_backstage_cinestill800t_cool_ambient_pushed_scan_rep01,3.9349304730585812,3.730115741845503,1.6625921547343103,0.6261630259246442,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,backstage,portra400,cool_ambient,pushed_scan,2,run2_chatgpt_image_2_backstage_portra400_cool_ambient_pushed_scan_rep02,run2_chatgpt_image_2_backstage_cinestill800t_cool_ambient_pushed_scan_rep02,6.9498499281509805,5.590356362847174,5.630701671328724,2.844730615509832,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,backstage,portra400,warm_practical,clean_scan,1,run2_chatgpt_image_2_backstage_portra400_warm_practical_clean_scan_rep01,run2_chatgpt_image_2_backstage_cinestill800t_warm_practical_clean_scan_rep01,7.9476827738094125,6.416196953153334,5.60452057190474,1.571476701624127,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,backstage,portra400,warm_practical,clean_scan,2,run2_chatgpt_image_2_backstage_portra400_warm_practical_clean_scan_rep02,run2_chatgpt_image_2_backstage_cinestill800t_warm_practical_clean_scan_rep02,7.251598636356365,5.439808549903407,5.59322996416021,2.6539124511405996,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,backstage,portra400,warm_practical,pushed_scan,1,run2_chatgpt_image_2_backstage_portra400_warm_practical_pushed_scan_rep01,run2_chatgpt_image_2_backstage_cinestill800t_warm_practical_pushed_scan_rep01,6.468769325365471,5.786493348560141,3.420705639883073,1.7095901555507527,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,backstage,portra400,warm_practical,pushed_scan,2,run2_chatgpt_image_2_backstage_portra400_warm_practical_pushed_scan_rep02,run2_chatgpt_image_2_backstage_cinestill800t_warm_practical_pushed_scan_rep02,8.915317475165553,6.308933352046825,6.720062337963576,2.0680566755868184,49,32,23,5
