model_key,feature,ss_total,condition_share,run_block_share,condition_by_run_share,within_run_replicate_share,condition_to_seed_variance_ratio,n_conditions,n_runs,n_replicates_per_run
xai_grok_imagine,left_warmth_mean,0.7156912319747357,0.6691090399658783,0.0007126363030689556,0.1823398361883912,0.14783848754266155,2.022143608567848,24,3,2
xai_grok_imagine,right_warmth_mean,0.5794122470364819,0.5272277183460884,0.009278450564629033,0.22550509883683736,0.2379887322524453,1.115183226270529,24,3,2
xai_grok_imagine,left_right_warmth_delta,0.3748025782205895,0.2005112014408586,0.016695779258729736,0.31539991525318267,0.46739310404722895,0.25079926298182653,24,3,2
xai_grok_imagine,center_luma_mean,0.7188757748801824,0.4926701461333469,0.007313487149609241,0.22612487008514678,0.273891496631897,0.971104188682026,24,3,2
xai_grok_imagine,edge_luma_mean,1.125033756783419,0.7369596714778579,0.0026549314989775625,0.10728481617547073,0.15310058084769385,2.801698414909873,24,3,2
xai_grok_imagine,center_edge_luma_delta,1.2549937123256134,0.7605479109063082,0.01041678412684991,0.07107282538604584,0.15796247958079607,3.1762007747976853,24,3,2
xai_grok_imagine,color_spatial_var_rgb_r,0.012124951777181288,0.47548483667823105,0.0028357510533094173,0.17410253137729176,0.3475768808911678,0.906522575376034,24,3,2
xai_grok_imagine,color_spatial_range_rgb_r,2.359659989197591,0.4549202645405111,0.0035354019071186524,0.1915195219722135,0.35002481158015675,0.8345939776260889,24,3,2
xai_grok_imagine,color_spatial_var_rgb_g,0.022112487061233498,0.7301417003954541,0.0010309224883400618,0.08824698788201364,0.18058038923419212,2.705648488356349,24,3,2
xai_grok_imagine,color_spatial_range_rgb_g,3.2750590302109854,0.6292073784281491,0.00208748361723118,0.11801482419826659,0.250690313756353,1.6969252941464583,24,3,2
xai_grok_imagine,color_spatial_var_rgb_b,0.03094172828896851,0.7874665204908908,0.0005499816548679368,0.07409750665336419,0.13788599120087694,3.7051410549985393,24,3,2
xai_grok_imagine,color_spatial_range_rgb_b,4.312824698631748,0.6828053599652237,0.001351514935491224,0.09798835709535614,0.21785476800392886,2.152638392282931,24,3,2
xai_grok_imagine,color_spatial_var_lab_l,1877204.3352994497,0.6671896765828076,0.0012444677872079067,0.10609408925363244,0.22547176637635175,2.0047144864147035,24,3,2
xai_grok_imagine,color_spatial_range_lab_l,27790.16844659613,0.5782951788935657,0.0015151616444540313,0.1415818563461902,0.27860780311578986,1.37132693284436,24,3,2
xai_grok_imagine,color_spatial_var_lab_a,78298.79206836942,0.567063239135445,0.012234908188240388,0.2417970671535929,0.17890478552272174,1.3098061666166798,24,3,2
xai_grok_imagine,color_spatial_range_lab_a,8819.850621476977,0.6645225745788919,0.007453026044377469,0.15994252649778024,0.16808187287895068,1.980826500456027,24,3,2
xai_grok_imagine,color_spatial_var_lab_b,139246.12733608013,0.6053805962275707,0.011222912389475969,0.16658890902248324,0.2168075823604699,1.5340872507543604,24,3,2
xai_grok_imagine,color_spatial_range_lab_b,8000.714374335637,0.5848042351336533,0.020399184581465057,0.17012532928691435,0.22467125099796736,1.4085024092716945,24,3,2
xai_grok_imagine,halation_bright_threshold_luma,1.0191712145845218,0.41279814803768805,0.005423292904741506,0.17247272328856317,0.4093058357690072,0.7029919041607221,24,3,2
xai_grok_imagine,halation_bright_fraction,6.831410518594162e-05,0.1822731024763461,0.012931749060351098,0.395963471080295,0.40883167738300763,0.2229021731195697,24,3,2
xai_grok_imagine,halation_ring_fraction,0.03806426838303878,0.25861102122211993,0.01573035670839106,0.28338865812475156,0.44226996394473744,0.3488196191537934,24,3,2
xai_grok_imagine,red_highlight_excess_mean,0.39711528774399707,0.3170001585998463,0.006862612557749446,0.1999133073786807,0.47622392146372344,0.46412918332454395,24,3,2
xai_grok_imagine,warm_highlight_excess_mean,0.7754122777711593,0.49534699873699095,0.003496880944395676,0.1485220052785843,0.35263411504002895,0.9815596013444335,24,3,2
xai_grok_imagine,halation_ring_red_excess_mean,0.7257976651544353,0.5323410515577433,0.0021635290305349383,0.1544372340302456,0.3110581853814762,1.1383104147390712,24,3,2
xai_grok_imagine,halation_ring_red_excess_p95,2.828549094371158,0.7258740691679377,0.011570219438833825,0.09466357164849439,0.16789213974473408,2.6479584290500044,24,3,2
